customer_id,total_spend,avg_spend,max_spend,previous_purchases,avg_review_rating,age,gender,location,subscription_status,preferred_payment,preferred_shipping,category_diversity,product_diversity,discount_orders,promo_orders,purchase_frequency,aov,total_transactions,repeat_customer_flag,promo_dependency_score,satisfaction_flag,spend_score,frequency_score,purchase_history_score,value_score,value_tier,organic_spend,organic_spend_ratio,avg_discount_spend,avg_non_discount_spend,discount_sensitivity_score,high_margin_customer,organic_demand_score,risk_flag,loyalty_score_1,review_score_normalized,low_promo_score,loyalty_score_2,loyalty1_group,loyalty2_group,customer_segment,strategic_segment,Season,Category
3103,85,85.0,85,29,4.3,51,Female,South Dakota,No,Cash,Standard,1,1,0,0,Bi-Weekly,2.93,1,0,0.0,Unsatisfied,0.8125,0.0,0.5714285714285714,52.05,Platinum,85.0,1.0,0.0,85.0,0.0,Yes,52.5,Low Risk,22.86,0.72,1.0,84.1,Medium,High,Organic Loyalists,Premium Organic,Summer,Outerwear
3104,37,37.0,37,42,3.0,27,Female,Illinois,No,Bank Transfer,2-Day Shipping,1,1,0,0,Weekly,0.88,1,0,0.0,Unsatisfied,0.2125,0.0,0.836734693877551,27.36,Silver,37.0,1.0,0.0,37.0,0.0,No,28.5,Low Risk,33.47,0.2000000000000001,1.0,44.5,High,Medium,Regular Customers,Premium Organic,Winter,Clothing
3105,56,56.0,56,41,5.0,43,Female,Georgia,No,Debit Card,2-Day Shipping,1,1,0,0,Fortnightly,1.37,1,0,0.0,Unsatisfied,0.45,0.0,0.8163265306122448,38.83,Gold,56.0,1.0,0.0,56.0,0.0,Yes,38.0,Low Risk,32.65,1.0,1.0,78.0,High,High,Regular Customers,Premium Organic,Summer,Clothing
3106,33,33.0,33,17,2.7,48,Female,Oregon,No,Debit Card,Express,1,1,0,0,Monthly,1.94,1,0,0.0,Unsatisfied,0.1625,0.0,0.3265306122448979,14.66,Bronze,33.0,1.0,0.0,33.0,0.0,No,26.5,Low Risk,13.06,0.08,1.0,38.9,Low,Low,Low Value Customers,Premium Organic,Fall,Clothing
3107,57,57.0,57,20,4.7,62,Female,Alabama,No,Paypal,Next Day Air,1,1,0,0,Annually,2.85,1,0,0.0,Unsatisfied,0.4625,0.0,0.3877551020408162,30.88,Silver,57.0,1.0,0.0,57.0,0.0,No,38.5,Low Risk,15.51,0.8800000000000001,1.0,74.9,Medium,High,Regular Customers,Premium Organic,Winter,Footwear
3108,31,31.0,31,18,4.6,65,Female,Hawaii,No,Credit Card,Standard,1,1,0,0,Bi-Weekly,1.72,1,0,0.0,Unsatisfied,0.1375,0.0,0.346938775510204,13.81,Bronze,31.0,1.0,0.0,31.0,0.0,No,25.5,Low Risk,13.88,0.8399999999999999,1.0,60.7,Medium,Medium,Low Value Customers,Premium Organic,Winter,Clothing
3109,69,69.0,69,7,3.2,50,Female,Oregon,No,Paypal,2-Day Shipping,1,1,0,0,Monthly,9.86,1,0,0.0,Unsatisfied,0.6125,0.0,0.1224489795918367,33.07,Silver,69.0,1.0,0.0,69.0,0.0,No,44.5,Low Risk,4.9,0.2800000000000002,1.0,62.9,Low,High,Regular Customers,Premium Organic,Fall,Clothing
3110,92,92.0,92,47,4.3,60,Female,Illinois,No,Bank Transfer,Free Shipping,1,1,0,0,Fortnightly,1.96,1,0,0.0,Unsatisfied,0.9000000000000001,0.0,0.9387755102040816,63.78,Platinum,92.0,1.0,0.0,92.0,0.0,Yes,56.0,Low Risk,37.55,0.72,1.0,87.6,High,High,Organic Loyalists,Premium Organic,Winter,Outerwear
3111,46,46.0,46,2,4.6,19,Female,Texas,No,Bank Transfer,Next Day Air,1,1,0,0,Bi-Weekly,23.0,1,0,0.0,Unsatisfied,0.325,0.0,0.0204081632653061,16.66,Bronze,46.0,1.0,0.0,46.0,0.0,No,33.0,Low Risk,0.82,0.8399999999999999,1.0,68.2,Low,High,Low Value Customers,Premium Organic,Fall,Accessories
3112,81,81.0,81,25,4.9,21,Female,Kansas,No,Debit Card,Free Shipping,1,1,0,0,Quarterly,3.24,1,0,0.0,Unsatisfied,0.7625,0.0,0.4897959183673469,47.92,Platinum,81.0,1.0,0.0,81.0,0.0,Yes,50.5,Low Risk,19.59,0.9600000000000002,1.0,89.3,Medium,High,Organic Loyalists,Premium Organic,Spring,Accessories
3113,97,97.0,97,26,3.8,19,Female,Texas,No,Venmo,Express,1,1,0,0,Annually,3.73,1,0,0.0,Unsatisfied,0.9625,0.0,0.510204081632653,58.33,Platinum,97.0,1.0,0.0,97.0,0.0,Yes,58.5,Low Risk,20.41,0.52,1.0,84.1,Medium,High,Organic Loyalists,Premium Organic,Fall,Clothing
3114,93,93.0,93,2,2.6,46,Female,Nebraska,No,Debit Card,Express,1,1,0,0,Weekly,46.5,1,0,0.0,Unsatisfied,0.9125,0.0,0.0204081632653061,46.03,Gold,93.0,1.0,0.0,93.0,0.0,Yes,56.5,Low Risk,0.82,0.04,1.0,67.7,Low,High,At Risk,Premium Organic,Summer,Clothing
3115,56,56.0,56,45,4.7,21,Female,Arkansas,No,Venmo,Store Pickup,1,1,0,0,Bi-Weekly,1.24,1,0,0.0,Unsatisfied,0.45,0.0,0.8979591836734693,40.46,Gold,56.0,1.0,0.0,56.0,0.0,Yes,38.0,Low Risk,35.92,0.8800000000000001,1.0,74.4,High,High,Regular Customers,Premium Organic,Spring,Accessories
3116,53,53.0,53,9,4.1,26,Female,South Dakota,No,Bank Transfer,Free Shipping,1,1,0,0,Bi-Weekly,5.89,1,0,0.0,Unsatisfied,0.4125000000000001,0.0,0.1632653061224489,23.89,Silver,53.0,1.0,0.0,53.0,0.0,No,36.5,Low Risk,6.53,0.6399999999999999,1.0,65.7,Low,High,Regular Customers,Premium Organic,Fall,Accessories
3117,66,66.0,66,1,3.7,50,Female,Montana,No,Venmo,Store Pickup,1,1,0,0,Weekly,66.0,1,0,0.0,Unsatisfied,0.5750000000000001,0.0,0.0,28.75,Silver,66.0,1.0,0.0,66.0,0.0,No,43.0,Low Risk,0.0,0.4800000000000002,1.0,67.4,Low,High,Regular Customers,Premium Organic,Spring,Outerwear
3118,50,50.0,50,4,3.0,43,Female,Florida,No,Paypal,Free Shipping,1,1,0,0,Bi-Weekly,12.5,1,0,0.0,Unsatisfied,0.375,0.0,0.0612244897959183,19.97,Bronze,50.0,1.0,0.0,50.0,0.0,No,35.0,Low Risk,2.45,0.2000000000000001,1.0,51.0,Low,Medium,Low Value Customers,Premium Organic,Fall,Clothing
3119,97,97.0,97,31,4.7,61,Female,Virginia,No,Debit Card,Standard,1,1,0,0,Quarterly,3.13,1,0,0.0,Unsatisfied,0.9625,0.0,0.6122448979591836,60.37,Platinum,97.0,1.0,0.0,97.0,0.0,Yes,58.5,Low Risk,24.49,0.8800000000000001,1.0,94.9,Medium,High,Organic Loyalists,Premium Organic,Summer,Clothing
3120,79,79.0,79,21,4.7,63,Female,Louisiana,No,Credit Card,2-Day Shipping,1,1,0,0,Every 3 Months,3.76,1,0,0.0,Unsatisfied,0.7375,0.0,0.4081632653061224,45.04,Gold,79.0,1.0,0.0,79.0,0.0,Yes,49.5,Low Risk,16.33,0.8800000000000001,1.0,85.9,Medium,High,Regular Customers,Premium Organic,Winter,Footwear
3121,76,76.0,76,32,4.0,46,Female,Louisiana,No,Debit Card,Store Pickup,1,1,0,0,Fortnightly,2.38,1,0,0.0,Unsatisfied,0.7000000000000001,0.0,0.6326530612244897,47.65,Platinum,76.0,1.0,0.0,76.0,0.0,Yes,48.0,Low Risk,25.31,0.6000000000000001,1.0,76.0,Medium,High,Organic Loyalists,Premium Organic,Fall,Clothing
3122,38,38.0,38,16,2.6,63,Female,Louisiana,No,Venmo,Standard,1,1,0,0,Weekly,2.38,1,0,0.0,Unsatisfied,0.225,0.0,0.3061224489795918,17.37,Bronze,38.0,1.0,0.0,38.0,0.0,No,29.0,Low Risk,12.24,0.04,1.0,40.2,Low,Low,Low Value Customers,Premium Organic,Fall,Clothing
3123,45,45.0,45,34,3.0,23,Female,Georgia,No,Credit Card,Express,1,1,0,0,Fortnightly,1.32,1,0,0.0,Unsatisfied,0.3125,0.0,0.673469387755102,29.09,Silver,45.0,1.0,0.0,45.0,0.0,No,32.5,Low Risk,26.94,0.2000000000000001,1.0,48.5,High,Medium,Regular Customers,Premium Organic,Fall,Clothing
3124,77,77.0,77,40,3.3,57,Female,Iowa,No,Venmo,Next Day Air,1,1,0,0,Bi-Weekly,1.92,1,0,0.0,Unsatisfied,0.7125,0.0,0.7959183673469387,51.54,Platinum,77.0,1.0,0.0,77.0,0.0,Yes,48.5,Low Risk,31.84,0.32,1.0,68.1,High,High,Organic Loyalists,Premium Organic,Fall,Accessories
3125,51,51.0,51,4,3.4,57,Female,California,No,Cash,Standard,1,1,0,0,Every 3 Months,12.75,1,0,0.0,Unsatisfied,0.3875,0.0,0.0612244897959183,20.6,Bronze,51.0,1.0,0.0,51.0,0.0,No,35.5,Low Risk,2.45,0.3600000000000001,1.0,56.3,Low,Medium,Low Value Customers,Premium Organic,Summer,Accessories
3126,26,26.0,26,3,4.0,33,Female,Oregon,No,Cash,Standard,1,1,0,0,Quarterly,8.67,1,0,0.0,Unsatisfied,0.075,0.0,0.0408163265306122,4.57,Bronze,26.0,1.0,0.0,26.0,0.0,No,23.0,Low Risk,1.63,0.6000000000000001,1.0,51.0,Low,Medium,Low Value Customers,Premium Organic,Spring,Outerwear
3127,76,76.0,76,28,2.6,57,Female,Maine,No,Bank Transfer,Store Pickup,1,1,0,0,Bi-Weekly,2.71,1,0,0.0,Unsatisfied,0.7000000000000001,0.0,0.5510204081632653,46.02,Gold,76.0,1.0,0.0,76.0,0.0,Yes,48.0,Low Risk,22.04,0.04,1.0,59.2,Medium,Medium,At Risk,Premium Organic,Winter,Accessories
3128,94,94.0,94,43,3.4,55,Female,Louisiana,No,Credit Card,Free Shipping,1,1,0,0,Every 3 Months,2.19,1,0,0.0,Unsatisfied,0.925,0.0,0.8571428571428571,63.39,Platinum,94.0,1.0,0.0,94.0,0.0,Yes,57.0,Low Risk,34.29,0.3600000000000001,1.0,77.8,High,High,Organic Loyalists,Premium Organic,Winter,Accessories
3129,32,32.0,32,20,4.4,65,Female,Arkansas,No,Cash,Standard,1,1,0,0,Annually,1.6,1,0,0.0,Unsatisfied,0.15,0.0,0.3877551020408162,15.26,Bronze,32.0,1.0,0.0,32.0,0.0,No,26.0,Low Risk,15.51,0.7600000000000002,1.0,58.8,Medium,Medium,Low Value Customers,Premium Organic,Fall,Outerwear
3130,20,20.0,20,40,4.7,60,Female,Maryland,No,Venmo,Express,1,1,0,0,Every 3 Months,0.5,1,0,0.0,Unsatisfied,0.0,0.0,0.7959183673469387,15.92,Bronze,20.0,1.0,0.0,20.0,0.0,No,20.0,Low Risk,31.84,0.8800000000000001,1.0,56.4,High,Medium,Low Value Customers,Premium Organic,Summer,Footwear
3131,20,20.0,20,34,4.5,52,Female,Vermont,No,Venmo,Store Pickup,1,1,0,0,Every 3 Months,0.59,1,0,0.0,Unsatisfied,0.0,0.0,0.673469387755102,13.47,Bronze,20.0,1.0,0.0,20.0,0.0,No,20.0,Low Risk,26.94,0.8,1.0,54.0,High,Medium,Low Value Customers,Premium Organic,Summer,Clothing
3132,59,59.0,59,11,2.9,34,Female,North Dakota,No,Bank Transfer,Store Pickup,1,1,0,0,Every 3 Months,5.36,1,0,0.0,Unsatisfied,0.4875,0.0,0.2040816326530612,28.46,Silver,59.0,1.0,0.0,59.0,0.0,No,39.5,Low Risk,8.16,0.1599999999999999,1.0,54.3,Low,Medium,At Risk,Premium Organic,Fall,Outerwear
3133,97,97.0,97,26,4.2,33,Female,Michigan,No,Cash,Express,1,1,0,0,Quarterly,3.73,1,0,0.0,Unsatisfied,0.9625,0.0,0.510204081632653,58.33,Platinum,97.0,1.0,0.0,97.0,0.0,Yes,58.5,Low Risk,20.41,0.6800000000000002,1.0,88.9,Medium,High,Organic Loyalists,Premium Organic,Summer,Clothing
3134,68,68.0,68,29,4.1,58,Female,Arkansas,No,Cash,Next Day Air,1,1,0,0,Bi-Weekly,2.34,1,0,0.0,Unsatisfied,0.6000000000000001,0.0,0.5714285714285714,41.43,Gold,68.0,1.0,0.0,68.0,0.0,Yes,44.0,Low Risk,22.86,0.6399999999999999,1.0,73.2,Medium,High,Regular Customers,Premium Organic,Spring,Clothing
3135,66,66.0,66,47,4.4,35,Female,Kentucky,No,Bank Transfer,Store Pickup,1,1,0,0,Weekly,1.4,1,0,0.0,Unsatisfied,0.5750000000000001,0.0,0.9387755102040816,47.53,Platinum,66.0,1.0,0.0,66.0,0.0,Yes,43.0,Low Risk,37.55,0.7600000000000002,1.0,75.8,High,High,Organic Loyalists,Premium Organic,Spring,Footwear
3136,85,85.0,85,48,4.7,68,Female,Indiana,No,Venmo,Free Shipping,1,1,0,0,Fortnightly,1.77,1,0,0.0,Unsatisfied,0.8125,0.0,0.9591836734693876,59.81,Platinum,85.0,1.0,0.0,85.0,0.0,Yes,52.5,Low Risk,38.37,0.8800000000000001,1.0,88.9,High,High,Organic Loyalists,Premium Organic,Spring,Footwear
3137,32,32.0,32,29,3.1,58,Female,Minnesota,No,Cash,Next Day Air,1,1,0,0,Bi-Weekly,1.1,1,0,0.0,Unsatisfied,0.15,0.0,0.5714285714285714,18.93,Bronze,32.0,1.0,0.0,32.0,0.0,No,26.0,Low Risk,22.86,0.2400000000000002,1.0,43.2,Medium,Medium,Low Value Customers,Premium Organic,Fall,Clothing
3138,44,44.0,44,14,2.7,34,Female,Louisiana,No,Bank Transfer,2-Day Shipping,1,1,0,0,Monthly,3.14,1,0,0.0,Unsatisfied,0.3,0.0,0.2653061224489795,20.31,Bronze,44.0,1.0,0.0,44.0,0.0,No,32.0,Low Risk,10.61,0.08,1.0,44.4,Low,Medium,Low Value Customers,Premium Organic,Spring,Outerwear
3139,95,95.0,95,40,4.6,47,Female,Kentucky,No,Cash,Next Day Air,1,1,0,0,Every 3 Months,2.38,1,0,0.0,Unsatisfied,0.9375,0.0,0.7959183673469387,62.79,Platinum,95.0,1.0,0.0,95.0,0.0,Yes,57.5,Low Risk,31.84,0.8399999999999999,1.0,92.7,High,High,Organic Loyalists,Premium Organic,Fall,Clothing
3140,85,85.0,85,4,4.4,35,Female,Georgia,No,Venmo,Next Day Air,1,1,0,0,Weekly,21.25,1,0,0.0,Unsatisfied,0.8125,0.0,0.0612244897959183,41.85,Gold,85.0,1.0,0.0,85.0,0.0,Yes,52.5,Low Risk,2.45,0.7600000000000002,1.0,85.3,Low,High,Regular Customers,Premium Organic,Winter,Accessories
3141,44,44.0,44,37,4.6,34,Female,Alaska,No,Bank Transfer,Free Shipping,1,1,0,0,Weekly,1.19,1,0,0.0,Unsatisfied,0.3,0.0,0.7346938775510203,29.69,Silver,44.0,1.0,0.0,44.0,0.0,No,32.0,Low Risk,29.39,0.8399999999999999,1.0,67.2,High,High,Regular Customers,Premium Organic,Summer,Accessories
3142,30,30.0,30,47,4.9,36,Female,Mississippi,No,Credit Card,Express,1,1,0,0,Bi-Weekly,0.64,1,0,0.0,Unsatisfied,0.125,0.0,0.9387755102040816,25.03,Silver,30.0,1.0,0.0,30.0,0.0,No,25.0,Low Risk,37.55,0.9600000000000002,1.0,63.8,High,High,Regular Customers,Premium Organic,Winter,Accessories
3143,21,21.0,21,1,4.0,23,Female,Kansas,No,Venmo,2-Day Shipping,1,1,0,0,Quarterly,21.0,1,0,0.0,Unsatisfied,0.0125,0.0,0.0,0.63,Bronze,21.0,1.0,0.0,21.0,0.0,No,20.5,Low Risk,0.0,0.6000000000000001,1.0,48.5,Low,Medium,Low Value Customers,Premium Organic,Winter,Footwear
3144,22,22.0,22,26,2.9,68,Female,Arizona,No,Cash,Store Pickup,1,1,0,0,Quarterly,0.85,1,0,0.0,Unsatisfied,0.025,0.0,0.510204081632653,11.45,Bronze,22.0,1.0,0.0,22.0,0.0,No,21.0,Low Risk,20.41,0.1599999999999999,1.0,35.8,Medium,Low,Low Value Customers,Premium Organic,Summer,Clothing
3145,70,70.0,70,12,2.6,23,Female,Maine,No,Debit Card,Free Shipping,1,1,0,0,Quarterly,5.83,1,0,0.0,Unsatisfied,0.625,0.0,0.2244897959183673,35.74,Gold,70.0,1.0,0.0,70.0,0.0,Yes,45.0,Low Risk,8.98,0.04,1.0,56.2,Low,Medium,At Risk,Premium Organic,Spring,Footwear
3146,29,29.0,29,16,4.6,57,Female,Texas,No,Paypal,Standard,1,1,0,0,Fortnightly,1.81,1,0,0.0,Unsatisfied,0.1125,0.0,0.3061224489795918,11.75,Bronze,29.0,1.0,0.0,29.0,0.0,No,24.5,Low Risk,12.24,0.8399999999999999,1.0,59.7,Low,Medium,Low Value Customers,Premium Organic,Spring,Accessories
3147,83,83.0,83,19,4.9,21,Female,Virginia,No,Paypal,Free Shipping,1,1,0,0,Annually,4.37,1,0,0.0,Unsatisfied,0.7875000000000001,0.0,0.3673469387755101,46.72,Gold,83.0,1.0,0.0,83.0,0.0,Yes,51.5,Low Risk,14.69,0.9600000000000002,1.0,90.3,Medium,High,Regular Customers,Premium Organic,Winter,Clothing
3148,99,99.0,99,21,4.3,45,Female,North Dakota,No,Credit Card,Express,1,1,0,0,Weekly,4.71,1,0,0.0,Unsatisfied,0.9875,0.0,0.4081632653061224,57.54,Platinum,99.0,1.0,0.0,99.0,0.0,Yes,59.5,Low Risk,16.33,0.72,1.0,91.1,Medium,High,Organic Loyalists,Premium Organic,Winter,Clothing
3149,35,35.0,35,15,4.3,37,Female,West Virginia,No,Venmo,Free Shipping,1,1,0,0,Weekly,2.33,1,0,0.0,Unsatisfied,0.1875,0.0,0.2857142857142856,15.09,Bronze,35.0,1.0,0.0,35.0,0.0,No,27.5,Low Risk,11.43,0.72,1.0,59.1,Low,Medium,Low Value Customers,Premium Organic,Fall,Clothing
3150,40,40.0,40,9,4.6,18,Female,North Carolina,No,Venmo,Free Shipping,1,1,0,0,Annually,4.44,1,0,0.0,Unsatisfied,0.25,0.0,0.1632653061224489,15.77,Bronze,40.0,1.0,0.0,40.0,0.0,No,30.0,Low Risk,6.53,0.8399999999999999,1.0,65.2,Low,High,Low Value Customers,Premium Organic,Winter,Accessories
3151,25,25.0,25,7,2.6,55,Female,Georgia,No,Bank Transfer,Express,1,1,0,0,Bi-Weekly,3.57,1,0,0.0,Unsatisfied,0.0625,0.0,0.1224489795918367,5.57,Bronze,25.0,1.0,0.0,25.0,0.0,No,22.5,Low Risk,4.9,0.04,1.0,33.7,Low,Low,Low Value Customers,Premium Organic,Spring,Clothing
3152,64,64.0,64,47,3.1,52,Female,New Mexico,No,Bank Transfer,2-Day Shipping,1,1,0,0,Quarterly,1.36,1,0,0.0,Unsatisfied,0.55,0.0,0.9387755102040816,46.28,Gold,64.0,1.0,0.0,64.0,0.0,Yes,42.0,Low Risk,37.55,0.2400000000000002,1.0,59.2,High,Medium,Regular Customers,Premium Organic,Fall,Clothing
3153,90,90.0,90,17,3.1,49,Female,North Carolina,No,Paypal,Store Pickup,1,1,0,0,Monthly,5.29,1,0,0.0,Unsatisfied,0.875,0.0,0.3265306122448979,50.28,Platinum,90.0,1.0,0.0,90.0,0.0,Yes,55.0,Low Risk,13.06,0.2400000000000002,1.0,72.2,Low,High,Organic Loyalists,Premium Organic,Fall,Accessories
3154,88,88.0,88,46,3.1,56,Female,Alabama,No,Venmo,Next Day Air,1,1,0,0,Fortnightly,1.91,1,0,0.0,Unsatisfied,0.8500000000000001,0.0,0.9183673469387754,60.87,Platinum,88.0,1.0,0.0,88.0,0.0,Yes,54.0,Low Risk,36.73,0.2400000000000002,1.0,71.2,High,High,Organic Loyalists,Premium Organic,Fall,Clothing
3155,55,55.0,55,32,4.4,27,Female,Connecticut,No,Cash,Standard,1,1,0,0,Quarterly,1.72,1,0,0.0,Unsatisfied,0.4375,0.0,0.6326530612244897,34.53,Silver,55.0,1.0,0.0,55.0,0.0,No,37.5,Low Risk,25.31,0.7600000000000002,1.0,70.3,Medium,High,Regular Customers,Premium Organic,Winter,Accessories
3156,90,90.0,90,34,4.3,22,Female,Montana,No,Cash,Free Shipping,1,1,0,0,Annually,2.65,1,0,0.0,Unsatisfied,0.875,0.0,0.673469387755102,57.22,Platinum,90.0,1.0,0.0,90.0,0.0,Yes,55.0,Low Risk,26.94,0.72,1.0,86.6,High,High,Organic Loyalists,Premium Organic,Fall,Accessories
3157,50,50.0,50,18,3.1,18,Female,Montana,No,Cash,2-Day Shipping,1,1,0,0,Monthly,2.78,1,0,0.0,Unsatisfied,0.375,0.0,0.346938775510204,25.69,Silver,50.0,1.0,0.0,50.0,0.0,No,35.0,Low Risk,13.88,0.2400000000000002,1.0,52.2,Medium,Medium,Regular Customers,Premium Organic,Winter,Clothing
3158,34,34.0,34,5,3.1,21,Female,Maine,No,Debit Card,Store Pickup,1,1,0,0,Fortnightly,6.8,1,0,0.0,Unsatisfied,0.175,0.0,0.0816326530612244,10.38,Bronze,34.0,1.0,0.0,34.0,0.0,No,27.0,Low Risk,3.27,0.2400000000000002,1.0,44.2,Low,Medium,Low Value Customers,Premium Organic,Fall,Accessories
3159,77,77.0,77,44,4.9,30,Female,Mississippi,No,Credit Card,2-Day Shipping,1,1,0,0,Monthly,1.75,1,0,0.0,Unsatisfied,0.7125,0.0,0.8775510204081631,53.18,Platinum,77.0,1.0,0.0,77.0,0.0,Yes,48.5,Low Risk,35.1,0.9600000000000002,1.0,87.3,High,High,Organic Loyalists,Premium Organic,Winter,Accessories
3160,89,89.0,89,4,2.9,62,Female,Louisiana,No,Bank Transfer,Store Pickup,1,1,0,0,Quarterly,22.25,1,0,0.0,Unsatisfied,0.8625,0.0,0.0612244897959183,44.35,Gold,89.0,1.0,0.0,89.0,0.0,Yes,54.5,Low Risk,2.45,0.1599999999999999,1.0,69.3,Low,High,At Risk,Premium Organic,Winter,Accessories
3161,87,87.0,87,37,3.8,28,Female,Nebraska,No,Cash,Next Day Air,1,1,0,0,Fortnightly,2.35,1,0,0.0,Unsatisfied,0.8375000000000001,0.0,0.7346938775510203,56.57,Platinum,87.0,1.0,0.0,87.0,0.0,Yes,53.5,Low Risk,29.39,0.52,1.0,79.1,High,High,Organic Loyalists,Premium Organic,Fall,Accessories
3162,77,77.0,77,43,4.2,66,Female,Massachusetts,No,Cash,2-Day Shipping,1,1,0,0,Monthly,1.79,1,0,0.0,Unsatisfied,0.7125,0.0,0.8571428571428571,52.77,Platinum,77.0,1.0,0.0,77.0,0.0,Yes,48.5,Low Risk,34.29,0.6800000000000002,1.0,78.9,High,High,Organic Loyalists,Premium Organic,Winter,Clothing
3163,85,85.0,85,28,3.9,66,Female,Wisconsin,No,Bank Transfer,Standard,1,1,0,0,Quarterly,3.04,1,0,0.0,Unsatisfied,0.8125,0.0,0.5510204081632653,51.65,Platinum,85.0,1.0,0.0,85.0,0.0,Yes,52.5,Low Risk,22.04,0.56,1.0,79.3,Medium,High,Organic Loyalists,Premium Organic,Winter,Footwear
3164,66,66.0,66,36,2.8,49,Female,Nebraska,No,Cash,Express,1,1,0,0,Monthly,1.83,1,0,0.0,Unsatisfied,0.5750000000000001,0.0,0.7142857142857142,43.04,Gold,66.0,1.0,0.0,66.0,0.0,Yes,43.0,Low Risk,28.57,0.1199999999999998,1.0,56.6,High,Medium,At Risk,Premium Organic,Summer,Clothing
3165,32,32.0,32,16,2.6,40,Female,Arizona,No,Credit Card,Standard,1,1,0,0,Annually,2.0,1,0,0.0,Unsatisfied,0.15,0.0,0.3061224489795918,13.62,Bronze,32.0,1.0,0.0,32.0,0.0,No,26.0,Low Risk,12.24,0.04,1.0,37.2,Low,Low,Low Value Customers,Premium Organic,Winter,Clothing
3166,92,92.0,92,38,3.0,49,Female,Hawaii,No,Bank Transfer,Store Pickup,1,1,0,0,Every 3 Months,2.42,1,0,0.0,Unsatisfied,0.9000000000000001,0.0,0.7551020408163265,60.1,Platinum,92.0,1.0,0.0,92.0,0.0,Yes,56.0,Low Risk,30.2,0.2000000000000001,1.0,72.0,High,High,Organic Loyalists,Premium Organic,Spring,Outerwear
3167,80,80.0,80,37,2.7,19,Female,Georgia,No,Bank Transfer,Next Day Air,1,1,0,0,Fortnightly,2.16,1,0,0.0,Unsatisfied,0.75,0.0,0.7346938775510203,52.19,Platinum,80.0,1.0,0.0,80.0,0.0,Yes,50.0,Low Risk,29.39,0.08,1.0,62.4,High,High,Organic Loyalists,Premium Organic,Winter,Clothing
3168,78,78.0,78,9,2.8,24,Female,Oregon,No,Cash,2-Day Shipping,1,1,0,0,Bi-Weekly,8.67,1,0,0.0,Unsatisfied,0.7250000000000001,0.0,0.1632653061224489,39.52,Gold,78.0,1.0,0.0,78.0,0.0,Yes,49.0,Low Risk,6.53,0.1199999999999998,1.0,62.6,Low,High,At Risk,Premium Organic,Fall,Clothing
3169,24,24.0,24,14,2.9,31,Female,Montana,No,Paypal,2-Day Shipping,1,1,0,0,Fortnightly,1.71,1,0,0.0,Unsatisfied,0.05,0.0,0.2653061224489795,7.81,Bronze,24.0,1.0,0.0,24.0,0.0,No,22.0,Low Risk,10.61,0.1599999999999999,1.0,36.8,Low,Low,Low Value Customers,Premium Organic,Spring,Clothing
3170,59,59.0,59,3,3.8,35,Female,Georgia,No,Venmo,Free Shipping,1,1,0,0,Weekly,19.67,1,0,0.0,Unsatisfied,0.4875,0.0,0.0408163265306122,25.19,Silver,59.0,1.0,0.0,59.0,0.0,No,39.5,Low Risk,1.63,0.52,1.0,65.1,Low,High,Regular Customers,Premium Organic,Fall,Clothing
3171,41,41.0,41,10,4.4,65,Female,Rhode Island,No,Credit Card,Express,1,1,0,0,Fortnightly,4.1,1,0,0.0,Unsatisfied,0.2625,0.0,0.183673469387755,16.8,Bronze,41.0,1.0,0.0,41.0,0.0,No,30.5,Low Risk,7.35,0.7600000000000002,1.0,63.3,Low,High,Low Value Customers,Premium Organic,Spring,Accessories
3172,26,26.0,26,26,3.1,68,Female,Tennessee,No,Bank Transfer,Express,1,1,0,0,Bi-Weekly,1.0,1,0,0.0,Unsatisfied,0.075,0.0,0.510204081632653,13.95,Bronze,26.0,1.0,0.0,26.0,0.0,No,23.0,Low Risk,20.41,0.2400000000000002,1.0,40.2,Medium,Low,Low Value Customers,Premium Organic,Spring,Accessories
3173,52,52.0,52,30,3.7,57,Female,Missouri,No,Debit Card,Standard,1,1,0,0,Bi-Weekly,1.73,1,0,0.0,Unsatisfied,0.4,0.0,0.5918367346938774,31.84,Silver,52.0,1.0,0.0,52.0,0.0,No,36.0,Low Risk,23.67,0.4800000000000002,1.0,60.4,Medium,Medium,Regular Customers,Premium Organic,Fall,Clothing
3174,46,46.0,46,32,4.9,69,Female,Washington,No,Paypal,Next Day Air,1,1,0,0,Fortnightly,1.44,1,0,0.0,Unsatisfied,0.325,0.0,0.6326530612244897,28.9,Silver,46.0,1.0,0.0,46.0,0.0,No,33.0,Low Risk,25.31,0.9600000000000002,1.0,71.8,Medium,High,Regular Customers,Premium Organic,Summer,Clothing
3175,52,52.0,52,35,3.8,45,Female,Oklahoma,No,Paypal,Store Pickup,1,1,0,0,Monthly,1.49,1,0,0.0,Unsatisfied,0.4,0.0,0.693877551020408,33.88,Silver,52.0,1.0,0.0,52.0,0.0,No,36.0,Low Risk,27.76,0.52,1.0,61.6,High,Medium,Regular Customers,Premium Organic,Winter,Clothing
3176,42,42.0,42,26,3.4,35,Female,Connecticut,No,Debit Card,Store Pickup,1,1,0,0,Every 3 Months,1.62,1,0,0.0,Unsatisfied,0.275,0.0,0.510204081632653,23.95,Silver,42.0,1.0,0.0,42.0,0.0,No,31.0,Low Risk,20.41,0.3600000000000001,1.0,51.8,Medium,Medium,Regular Customers,Premium Organic,Fall,Clothing
